x: 0.678748, y: 1.246018, inside_circle: no
x: 1.400977, y: 0.337847, inside_circle: no
x: 0.016158, y: 0.617763, inside_circle: yes
x: -0.550660, y: -0.377558, inside_circle: yes
x: 0.429603, y: 0.962959, inside_circle: no
x: -0.459380, y: -1.015771, inside_circle: no
x: 1.346379, y: 0.373397, inside_circle: no
x: 1.441416, y: 0.255964, inside_circle: no
x: 0.311168, y: 1.055686, inside_circle: no
x: 0.671309, y: 0.133742, inside_circle: yes
x: -0.966966, y: -1.208423, inside_circle: no
x: 0.464339, y: 0.366577, inside_circle: yes
x: 0.242781, y: -0.614208, inside_circle: yes
x: 0.152650, y: -0.634039, inside_circle: yes
x: -0.559323, y: -0.883100, inside_circle: no
x: -1.350187, y: 0.211371, inside_circle: no
x: 0.769378, y: -1.330803, inside_circle: no
x: -0.332266, y: -1.313663, inside_circle: no
x: 1.218472, y: -0.261154, inside_circle: no
x: -1.469112, y: -0.107724, inside_circle: no
x: -0.615030, y: 0.679810, inside_circle: yes
x: -0.127374, y: -0.804968, inside_circle: yes
x: -0.639351, y: -0.145420, inside_circle: yes
x: 1.361205, y: -0.083061, inside_circle: no
x: -0.121155, y: -0.551539, inside_circle: yes
x: 0.653247, y: -0.156971, inside_circle: yes
x: -0.010933, y: -0.565040, inside_circle: yes
x: 0.127938, y: -0.272256, inside_circle: yes
x: 1.441266, y: -0.170527, inside_circle: no
x: -0.247004, y: -0.132066, inside_circle: yes
x: 0.183926, y: -0.243876, inside_circle: yes
x: -1.190631, y: 1.128417, inside_circle: no
x: 0.071684, y: -1.003860, inside_circle: no
x: 0.248141, y: 0.847989, inside_circle: yes
x: 0.156869, y: -0.836736, inside_circle: yes
x: -0.192971, y: 0.799048, inside_circle: yes
x: -1.207768, y: 0.772583, inside_circle: no
x: -0.233704, y: 0.061603, inside_circle: yes
x: 0.071444, y: 1.283204, inside_circle: no
x: -0.879576, y: 0.406555, inside_circle: yes
x: -0.319497, y: 0.412254, inside_circle: yes
x: -1.244506, y: -0.012512, inside_circle: no
x: 0.161092, y: 0.031001, inside_circle: yes
x: 1.061228, y: -0.688031, inside_circle: no
x: 0.182031, y: -0.413907, inside_circle: yes
x: 0.335631, y: -1.212248, inside_circle: no
x: 1.272638, y: 0.702560, inside_circle: no
x: -0.421652, y: 0.358027, inside_circle: yes
x: 0.006206, y: -1.458147, inside_circle: no
x: -0.542744, y: 1.340289, inside_circle: no
x: 1.001376, y: -1.089213, inside_circle: no
x: -0.616162, y: -0.102843, inside_circle: yes
x: -1.389615, y: -1.003108, inside_circle: no
x: 1.132508, y: 1.132955, inside_circle: no
x: -0.805861, y: 0.044929, inside_circle: yes
x: -0.444819, y: -1.401103, inside_circle: no
x: -1.336442, y: -0.624192, inside_circle: no
x: -0.579759, y: 0.081176, inside_circle: yes
x: 0.384335, y: -0.895830, inside_circle: yes
x: 0.224778, y: -0.816901, inside_circle: yes
x: 1.136145, y: 1.489109, inside_circle: no
x: -0.885291, y: -0.447398, inside_circle: yes
x: 1.164114, y: 0.087926, inside_circle: no
x: 1.131108, y: -1.219442, inside_circle: no
x: 0.956991, y: -0.242060, inside_circle: yes
x: 0.721886, y: 0.755010, inside_circle: no
x: 0.760046, y: 0.635858, inside_circle: yes
x: 1.439532, y: -1.071716, inside_circle: no
x: -0.280287, y: 1.310695, inside_circle: no
x: 0.354901, y: 1.437499, inside_circle: no
x: -1.359897, y: -0.836715, inside_circle: no
x: 1.167304, y: 0.821927, inside_circle: no
x: 1.416670, y: -1.068355, inside_circle: no
x: 1.267982, y: -0.596233, inside_circle: no
x: 0.966371, y: -0.352377, inside_circle: no
x: -1.382246, y: -0.026085, inside_circle: no
x: 0.781256, y: -1.082854, inside_circle: no
x: -1.491504, y: -0.495948, inside_circle: no
x: 0.772454, y: -1.182323, inside_circle: no
x: -0.604414, y: -0.852601, inside_circle: no
x: -0.273585, y: 0.828916, inside_circle: yes
x: 0.073311, y: -1.387922, inside_circle: no
x: -1.311798, y: -0.059264, inside_circle: no
x: 0.501189, y: -1.161912, inside_circle: no
x: -0.574540, y: -0.853651, inside_circle: no
x: -1.432627, y: -1.348672, inside_circle: no
x: 1.107918, y: -0.968902, inside_circle: no
x: 0.925270, y: -1.085862, inside_circle: no
x: -1.351772, y: 1.426037, inside_circle: no
x: 0.554894, y: -1.453437, inside_circle: no
x: -0.645468, y: 0.284403, inside_circle: yes
x: 1.054988, y: 0.027483, inside_circle: no
x: 1.089171, y: -0.601702, inside_circle: no
x: 1.396851, y: 0.435804, inside_circle: no
x: 0.855032, y: -0.251963, inside_circle: yes
x: 0.830398, y: 0.411974, inside_circle: yes
x: 0.493482, y: 0.487313, inside_circle: yes
x: 1.495670, y: 1.003034, inside_circle: no
x: -0.926516, y: -1.405051, inside_circle: no
x: -1.370990, y: -0.121811, inside_circle: no
x: 1.328431, y: -0.379434, inside_circle: no
x: -1.200433, y: 0.343400, inside_circle: no
x: 0.745810, y: 1.005261, inside_circle: no
x: -0.819701, y: 1.381138, inside_circle: no
x: -0.458730, y: 1.215806, inside_circle: no
x: -0.570163, y: -1.474946, inside_circle: no
x: -0.915795, y: -1.150911, inside_circle: no
x: 1.327315, y: 0.861513, inside_circle: no
x: 0.655692, y: -1.014490, inside_circle: no
x: -1.423359, y: 0.830609, inside_circle: no
x: -0.740598, y: 0.363380, inside_circle: yes
x: -1.369376, y: 0.928667, inside_circle: no
x: -0.353291, y: -1.241327, inside_circle: no
x: 1.485707, y: 1.252919, inside_circle: no
x: -0.584771, y: 1.239260, inside_circle: no
x: 0.869733, y: 1.268254, inside_circle: no
x: -0.006028, y: 1.495116, inside_circle: no
x: 0.130849, y: -1.393192, inside_circle: no
x: -1.077006, y: -0.722934, inside_circle: no
x: -0.410447, y: -1.463142, inside_circle: no
x: 0.305572, y: -1.347706, inside_circle: no
x: 1.099688, y: -0.776930, inside_circle: no
x: 0.717611, y: -1.028801, inside_circle: no
x: 0.285775, y: -1.099836, inside_circle: no
x: 0.205338, y: 0.364256, inside_circle: yes
x: -0.259646, y: 0.455788, inside_circle: yes
x: 0.331891, y: -0.494047, inside_circle: yes
x: -1.270221, y: -0.635091, inside_circle: no
x: -1.311739, y: -0.704556, inside_circle: no
x: 0.254574, y: 0.752731, inside_circle: yes
x: -1.162773, y: 1.412276, inside_circle: no
x: 1.017082, y: -0.925256, inside_circle: no
x: -0.683628, y: -0.895833, inside_circle: no
x: 1.352726, y: -0.013925, inside_circle: no
x: 0.691220, y: 1.438309, inside_circle: no
x: -0.574466, y: -1.421510, inside_circle: no
x: -0.143779, y: -0.168883, inside_circle: yes
x: 0.089909, y: -1.090037, inside_circle: no
x: -1.208724, y: -0.885130, inside_circle: no
x: -1.335811, y: 0.812225, inside_circle: no
x: -0.260803, y: 1.058648, inside_circle: no
x: 1.308776, y: -1.194271, inside_circle: no
x: 1.236475, y: 1.475749, inside_circle: no
x: 0.876295, y: -0.519122, inside_circle: no
x: -0.173727, y: -0.366046, inside_circle: yes
x: 0.287877, y: 0.904866, inside_circle: yes
x: 0.296672, y: 1.375636, inside_circle: no
x: 1.082432, y: 1.183957, inside_circle: no
x: -1.311150, y: -0.755165, inside_circle: no
x: -0.570709, y: 0.392262, inside_circle: yes
x: 1.120034, y: 1.312574, inside_circle: no
x: -1.195861, y: -0.783863, inside_circle: no
x: -1.492073, y: -1.099098, inside_circle: no
x: 0.160242, y: 0.516344, inside_circle: yes
x: 0.111900, y: 0.135789, inside_circle: yes
x: 0.224900, y: -0.678175, inside_circle: yes
x: -0.747283, y: -1.413097, inside_circle: no
x: -0.417545, y: -0.077917, inside_circle: yes
x: -0.070402, y: -1.020480, inside_circle: no
x: -1.456267, y: -0.270113, inside_circle: no
x: -0.328687, y: 1.337902, inside_circle: no
x: 0.290090, y: 0.025421, inside_circle: yes
x: 1.417227, y: 0.964676, inside_circle: no
x: 0.203819, y: 0.105667, inside_circle: yes
x: 1.151236, y: 0.018326, inside_circle: no
x: 1.459061, y: 0.288543, inside_circle: no
x: -1.153943, y: -0.342263, inside_circle: no
x: -0.741429, y: 0.415455, inside_circle: yes
x: -1.188112, y: -0.763303, inside_circle: no
x: 0.080518, y: -1.270651, inside_circle: no
x: 0.537059, y: 0.000339, inside_circle: yes
x: -1.157682, y: 0.666554, inside_circle: no
x: -0.968640, y: -0.483039, inside_circle: no
x: 0.320624, y: -1.463767, inside_circle: no
x: 1.490649, y: -1.214006, inside_circle: no
x: 0.584262, y: 1.397748, inside_circle: no
x: -0.112555, y: 0.321230, inside_circle: yes
x: -1.324116, y: 0.027736, inside_circle: no
x: 0.341303, y: 0.361823, inside_circle: yes
x: 0.377629, y: 0.757595, inside_circle: yes
x: 1.158023, y: 0.608256, inside_circle: no
x: 0.869942, y: 0.804308, inside_circle: no
x: -0.739971, y: 0.736370, inside_circle: no
x: -1.284539, y: 1.064857, inside_circle: no
x: 0.955945, y: -0.668432, inside_circle: no
x: -1.210507, y: 0.210826, inside_circle: no
x: 1.075888, y: 0.849561, inside_circle: no
x: 0.517010, y: -0.328438, inside_circle: yes
x: -1.281919, y: -1.004665, inside_circle: no
x: -1.204690, y: -0.188363, inside_circle: no
x: 0.025499, y: -0.297901, inside_circle: yes
x: -1.389999, y: 0.818576, inside_circle: no
x: 1.182781, y: 0.334229, inside_circle: no
x: 1.439724, y: 1.058058, inside_circle: no
x: 0.863749, y: -1.487374, inside_circle: no
x: -1.128257, y: -1.271077, inside_circle: no
x: -0.705792, y: 0.577586, inside_circle: yes
x: -1.264467, y: -0.061774, inside_circle: no
x: 0.285520, y: -0.581906, inside_circle: yes
x: -1.409666, y: 1.239586, inside_circle: no
x: -0.401876, y: 0.643639, inside_circle: yes
x: 1.062799, y: -1.067652, inside_circle: no
x: -1.052322, y: -0.492814, inside_circle: no
x: -0.303711, y: -1.348314, inside_circle: no
x: -1.120041, y: 0.105897, inside_circle: no
x: -0.622500, y: 1.485467, inside_circle: no
x: -0.926513, y: 0.647917, inside_circle: no
x: -1.171322, y: -1.046146, inside_circle: no
x: 0.750833, y: 1.175354, inside_circle: no
x: -1.169824, y: 0.208633, inside_circle: no
x: 1.111048, y: 1.292036, inside_circle: no
x: -0.375112, y: -0.333880, inside_circle: yes
x: -0.634599, y: 0.412416, inside_circle: yes
x: 0.888776, y: 0.645012, inside_circle: no
x: 0.356195, y: -0.358723, inside_circle: yes
x: 1.103141, y: 1.499359, inside_circle: no
x: 0.557220, y: -1.254807, inside_circle: no
x: -0.798773, y: -0.332599, inside_circle: yes
x: -0.466684, y: -0.872227, inside_circle: yes
x: 1.015573, y: -0.269928, inside_circle: no
x: -1.476103, y: -0.377716, inside_circle: no
x: -1.343650, y: -0.763492, inside_circle: no
x: 0.394726, y: 0.937989, inside_circle: no
x: 1.219821, y: 1.014871, inside_circle: no
x: -0.005057, y: 1.190109, inside_circle: no
x: -0.909406, y: -1.303667, inside_circle: no
x: -1.028168, y: -1.390870, inside_circle: no
x: -0.104812, y: 0.951818, inside_circle: yes
x: 0.573832, y: -0.098292, inside_circle: yes
x: 1.185274, y: -0.823791, inside_circle: no
x: -0.471792, y: 1.384970, inside_circle: no
x: 1.308664, y: -0.438731, inside_circle: no
x: 1.392464, y: 0.028392, inside_circle: no
x: -0.174303, y: 0.472781, inside_circle: yes
x: 0.409799, y: -0.783271, inside_circle: yes
x: -0.016308, y: -0.283938, inside_circle: yes
x: -1.372860, y: -0.309493, inside_circle: no
x: 0.622603, y: 0.202240, inside_circle: yes
x: -0.861367, y: 0.746494, inside_circle: no
x: 0.183339, y: 0.951621, inside_circle: yes
x: -0.539655, y: 1.159343, inside_circle: no
x: -1.277427, y: 0.060277, inside_circle: no
x: -0.492191, y: 0.366836, inside_circle: yes
x: -1.248540, y: -0.403087, inside_circle: no
x: 0.608090, y: 0.766734, inside_circle: yes
x: -0.865291, y: 0.799588, inside_circle: no
x: -1.267572, y: -1.322505, inside_circle: no
x: -0.300731, y: -0.536217, inside_circle: yes
x: -0.946123, y: -1.376526, inside_circle: no
x: 1.184131, y: 0.131943, inside_circle: no
x: 0.233446, y: -1.446311, inside_circle: no
x: -0.116879, y: -0.763178, inside_circle: yes
x: -1.146809, y: -0.617604, inside_circle: no
x: 0.007573, y: -1.399243, inside_circle: no
x: 0.347170, y: 0.461017, inside_circle: yes
x: -0.493197, y: 0.226894, inside_circle: yes
x: 0.553441, y: 0.168409, inside_circle: yes
x: 0.531289, y: 1.091700, inside_circle: no
x: -1.094752, y: 0.711558, inside_circle: no
x: 1.324545, y: -1.012297, inside_circle: no
x: 1.393514, y: 1.455475, inside_circle: no
x: 0.554380, y: 1.342299, inside_circle: no
x: 0.327808, y: 0.108906, inside_circle: yes
x: -0.716133, y: -0.984890, inside_circle: no
x: -0.859880, y: -0.924359, inside_circle: no
x: -1.464909, y: 0.498828, inside_circle: no
x: 0.084010, y: -0.312259, inside_circle: yes
x: -1.436919, y: -0.709197, inside_circle: no
x: 1.109858, y: -0.223069, inside_circle: no
x: 0.874566, y: -1.095947, inside_circle: no
x: -0.220409, y: -0.342081, inside_circle: yes
x: -0.398260, y: -0.379275, inside_circle: yes
x: 0.941644, y: 0.605005, inside_circle: no
x: -1.273220, y: -0.444747, inside_circle: no
x: 0.183913, y: 1.171359, inside_circle: no
x: -1.176815, y: 0.277806, inside_circle: no
x: -0.737856, y: 0.111700, inside_circle: yes
x: 0.742018, y: 0.250525, inside_circle: yes
x: -0.797885, y: 1.052518, inside_circle: no
x: 0.307360, y: -0.000519, inside_circle: yes
x: 1.387544, y: -0.677256, inside_circle: no
x: -0.718701, y: 0.741640, inside_circle: no
x: -1.165678, y: 0.959471, inside_circle: no
x: 1.227883, y: 0.862796, inside_circle: no
x: 0.470813, y: 0.200949, inside_circle: yes
x: 1.352888, y: -1.016417, inside_circle: no
x: -0.408130, y: 0.530785, inside_circle: yes
x: 0.740578, y: 0.927721, inside_circle: no
x: -0.079941, y: -1.471245, inside_circle: no
x: -0.675606, y: -1.241595, inside_circle: no
x: -1.308142, y: 0.571675, inside_circle: no
x: -1.073786, y: -0.798724, inside_circle: no
x: 0.422872, y: 0.436523, inside_circle: yes
x: 0.300147, y: 1.430841, inside_circle: no
x: -1.384213, y: 0.489994, inside_circle: no
x: 0.113083, y: 0.084312, inside_circle: yes
x: -0.466489, y: -1.263531, inside_circle: no
x: 0.379893, y: -0.632428, inside_circle: yes
x: 0.721563, y: -1.264701, inside_circle: no
x: -0.488505, y: 0.533051, inside_circle: yes
x: -0.785081, y: -1.254400, inside_circle: no
x: -1.099247, y: -0.241249, inside_circle: no
x: 0.466493, y: 0.598816, inside_circle: yes
x: 1.333830, y: 1.042820, inside_circle: no
x: 0.356676, y: 0.987080, inside_circle: no
x: -0.710342, y: -0.491330, inside_circle: yes
x: 0.148710, y: -0.951575, inside_circle: yes
x: -0.212412, y: 1.432767, inside_circle: no
x: 0.867027, y: -0.113764, inside_circle: yes
x: 1.085377, y: -1.293722, inside_circle: no
x: -0.549126, y: -1.498151, inside_circle: no
x: -0.263074, y: 0.078897, inside_circle: yes
x: 0.912326, y: -0.896035, inside_circle: no
x: -0.449040, y: 0.841067, inside_circle: yes
x: 1.250135, y: 0.838433, inside_circle: no
x: 0.157652, y: 1.274286, inside_circle: no
x: 0.890841, y: 1.403266, inside_circle: no
x: -0.901100, y: -0.310624, inside_circle: yes
x: -1.183032, y: -0.183983, inside_circle: no
x: 0.400885, y: -1.489806, inside_circle: no
x: 0.211080, y: -0.789722, inside_circle: yes
x: 1.256839, y: 0.467969, inside_circle: no
x: -0.702805, y: 1.179315, inside_circle: no
x: 1.156060, y: -0.695851, inside_circle: no
x: 1.226446, y: -1.318923, inside_circle: no
x: 0.973124, y: -1.300362, inside_circle: no
x: 1.212905, y: 0.594835, inside_circle: no
x: 1.441235, y: -0.083491, inside_circle: no
x: -1.035438, y: 0.407288, inside_circle: no
x: 0.157870, y: -0.435737, inside_circle: yes
x: 1.311412, y: -0.444020, inside_circle: no
x: 0.931085, y: -0.129417, inside_circle: yes
x: 0.686417, y: -0.998295, inside_circle: no
x: 0.621997, y: -0.009254, inside_circle: yes
x: -0.557672, y: 1.168385, inside_circle: no
x: 0.404095, y: -0.501429, inside_circle: yes
x: 1.231550, y: -1.335351, inside_circle: no
x: 1.340701, y: 0.517639, inside_circle: no
x: -1.173931, y: -1.211973, inside_circle: no
x: 1.316345, y: 0.118573, inside_circle: no
x: 1.330131, y: 0.549842, inside_circle: no
x: -1.433745, y: 0.042000, inside_circle: no
x: 0.117983, y: 1.132664, inside_circle: no
x: -1.236768, y: -0.072993, inside_circle: no
x: -1.151030, y: -1.011683, inside_circle: no
x: -0.585253, y: -1.415128, inside_circle: no
x: -1.171451, y: -0.174815, inside_circle: no
x: -0.643494, y: -0.112019, inside_circle: yes
x: -0.604594, y: -0.411380, inside_circle: yes
x: 0.399130, y: 1.028960, inside_circle: no
x: -0.491649, y: 0.696039, inside_circle: yes
x: -0.133978, y: -1.317483, inside_circle: no
x: -0.316728, y: 1.001522, inside_circle: no
x: 0.378114, y: -0.508346, inside_circle: yes
x: -1.216185, y: -0.282908, inside_circle: no
x: -1.257647, y: 1.106242, inside_circle: no
x: -0.113477, y: -0.985148, inside_circle: yes
x: -0.036980, y: 0.629192, inside_circle: yes
x: -0.027518, y: 0.312961, inside_circle: yes
x: 0.177260, y: 1.428348, inside_circle: no
x: -0.514633, y: -0.648704, inside_circle: yes
x: -0.928074, y: -1.287990, inside_circle: no
x: -0.151948, y: -1.385988, inside_circle: no
x: -1.140155, y: 1.099525, inside_circle: no
x: -0.537293, y: -0.717778, inside_circle: yes
x: -1.047047, y: 0.339401, inside_circle: no
x: 1.081137, y: -0.471546, inside_circle: no
x: 0.309970, y: -1.021992, inside_circle: no
x: 0.336987, y: 1.104053, inside_circle: no
x: -0.934940, y: -0.394840, inside_circle: no
x: 1.476878, y: 0.082110, inside_circle: no
x: -0.237499, y: 0.532569, inside_circle: yes
x: -1.276103, y: -0.048300, inside_circle: no
x: 1.349361, y: 1.171546, inside_circle: no
x: -0.010881, y: -1.256780, inside_circle: no
x: -0.911914, y: -1.030114, inside_circle: no
x: -1.038185, y: 0.302150, inside_circle: no
x: -1.296282, y: -0.908448, inside_circle: no
x: -1.474874, y: -0.102378, inside_circle: no
x: -1.041947, y: 0.980873, inside_circle: no
x: 0.752049, y: -0.436998, inside_circle: yes
x: -1.268525, y: -0.125704, inside_circle: no
x: -0.804195, y: -0.559340, inside_circle: yes
x: -0.172066, y: -0.420332, inside_circle: yes
x: -1.421536, y: -0.235015, inside_circle: no
x: 1.199281, y: -0.996890, inside_circle: no
x: -0.812886, y: -0.729637, inside_circle: no
x: 0.355771, y: 1.423224, inside_circle: no
x: -0.757429, y: 0.029640, inside_circle: yes
x: -0.400896, y: -0.654985, inside_circle: yes
x: -1.457737, y: -0.490459, inside_circle: no
x: 0.645890, y: 0.984379, inside_circle: no
x: -1.353777, y: 0.801409, inside_circle: no
x: 0.321775, y: 0.888673, inside_circle: yes
x: -0.910638, y: -0.626755, inside_circle: no
x: 0.644363, y: 0.877676, inside_circle: no
x: -0.599206, y: 0.885268, inside_circle: no
x: -0.747766, y: 0.136878, inside_circle: yes
x: 0.171564, y: 0.935004, inside_circle: yes
x: 0.644823, y: -0.098679, inside_circle: yes
x: 0.776877, y: -0.008091, inside_circle: yes
x: -0.033027, y: 1.112526, inside_circle: no
x: 1.040701, y: -0.475305, inside_circle: no
x: 0.687793, y: 0.508704, inside_circle: yes
x: 0.937149, y: -0.993715, inside_circle: no
x: -1.328292, y: -1.470763, inside_circle: no
x: -0.965701, y: -0.375073, inside_circle: no
x: -0.247550, y: 0.625719, inside_circle: yes
x: -0.821372, y: 1.207558, inside_circle: no
x: -1.011748, y: 1.116642, inside_circle: no
x: 0.355843, y: 0.437148, inside_circle: yes
x: 0.931256, y: -0.751343, inside_circle: no
x: 1.460701, y: 0.186393, inside_circle: no
x: 0.476808, y: -0.041373, inside_circle: yes
x: 0.098730, y: 0.841551, inside_circle: yes
x: -0.401420, y: -0.558866, inside_circle: yes
x: -0.754840, y: 1.412364, inside_circle: no
x: 0.239220, y: 0.003077, inside_circle: yes
x: -0.604816, y: 0.789441, inside_circle: yes
x: 1.402626, y: -1.276417, inside_circle: no
x: 0.100383, y: 1.263493, inside_circle: no
x: 0.729545, y: -1.153114, inside_circle: no
x: -1.467510, y: -0.855208, inside_circle: no
x: -0.825451, y: 1.387943, inside_circle: no
x: -0.641838, y: -1.084722, inside_circle: no
x: 1.256439, y: 0.826726, inside_circle: no
x: 1.461064, y: 0.927798, inside_circle: no
x: -0.213783, y: 0.252571, inside_circle: yes
x: -1.134776, y: 0.786653, inside_circle: no
x: -1.163229, y: 0.616710, inside_circle: no
x: -0.459550, y: 0.100108, inside_circle: yes
x: 0.566332, y: -1.219455, inside_circle: no
x: 0.347950, y: -1.027791, inside_circle: no
x: 0.398811, y: 0.563750, inside_circle: yes
x: -0.636840, y: 0.723918, inside_circle: yes
x: -0.024754, y: 0.903637, inside_circle: yes
x: 1.131563, y: -0.604293, inside_circle: no
x: 0.514067, y: -0.405588, inside_circle: yes
x: -0.996476, y: -0.324811, inside_circle: no
x: 0.531349, y: 0.682235, inside_circle: yes
x: 1.211866, y: 1.112641, inside_circle: no
x: 0.559631, y: -1.425033, inside_circle: no
x: -0.819977, y: -1.077839, inside_circle: no
x: 1.370605, y: -1.103326, inside_circle: no
x: 0.587153, y: 0.590201, inside_circle: yes
x: 0.255174, y: -0.588747, inside_circle: yes
x: 1.347897, y: 0.235649, inside_circle: no
x: 0.723065, y: 0.213502, inside_circle: yes
x: 0.382427, y: -0.211858, inside_circle: yes
x: -1.061902, y: 0.442574, inside_circle: no
x: 1.484905, y: -0.973110, inside_circle: no
x: 0.979601, y: -0.361922, inside_circle: no
x: -0.497569, y: 0.721938, inside_circle: yes
x: -1.339251, y: 1.163977, inside_circle: no
x: -0.829680, y: -0.802873, inside_circle: no
x: -1.211260, y: -0.228452, inside_circle: no
x: -0.399357, y: 0.662348, inside_circle: yes
x: -0.210710, y: -1.216992, inside_circle: no
x: 0.019483, y: 0.498269, inside_circle: yes
x: -0.378173, y: -0.462405, inside_circle: yes
x: -0.677500, y: 1.318677, inside_circle: no
x: 0.987399, y: 0.799678, inside_circle: no
x: -0.942197, y: 0.958172, inside_circle: no
x: -0.894248, y: -0.538795, inside_circle: no
x: 1.117427, y: 0.826994, inside_circle: no
x: -1.014653, y: -0.939862, inside_circle: no
x: -0.316750, y: -0.966928, inside_circle: no
x: -0.949982, y: -0.887546, inside_circle: no
x: -1.453612, y: 0.096363, inside_circle: no
x: 0.083868, y: 1.497892, inside_circle: no
x: 1.126722, y: -1.387634, inside_circle: no
x: 0.936904, y: 0.797449, inside_circle: no
x: -1.080167, y: -0.846926, inside_circle: no
x: -0.008684, y: 1.207706, inside_circle: no
x: 0.582459, y: 0.047002, inside_circle: yes
x: -0.917272, y: -1.450207, inside_circle: no
x: -0.900689, y: 1.440349, inside_circle: no
x: -0.476826, y: 0.175377, inside_circle: yes
x: -0.896120, y: 0.500394, inside_circle: no
x: -0.429942, y: 1.410865, inside_circle: no
x: 0.436368, y: -0.185809, inside_circle: yes
x: -0.266312, y: -0.624474, inside_circle: yes
x: 1.201283, y: 0.978292, inside_circle: no
x: -0.398822, y: -0.812238, inside_circle: yes
x: 0.031026, y: 0.829648, inside_circle: yes
x: -1.228800, y: 0.400294, inside_circle: no
x: 0.795006, y: 0.114735, inside_circle: yes
x: -1.185360, y: 0.086135, inside_circle: no
x: -1.441183, y: 1.206208, inside_circle: no
x: 0.548825, y: -0.684871, inside_circle: yes
x: -0.617489, y: 0.963854, inside_circle: no
x: -1.229263, y: 0.367745, inside_circle: no
x: 0.827481, y: -1.016006, inside_circle: no
x: 0.687213, y: 0.846053, inside_circle: no
x: -0.630986, y: 0.814633, inside_circle: no
x: 1.390165, y: 0.424260, inside_circle: no
x: -0.730481, y: -0.854544, inside_circle: no
x: -0.693463, y: -1.063494, inside_circle: no
x: 0.564163, y: 0.487791, inside_circle: yes
x: 0.791358, y: 1.150662, inside_circle: no
x: 0.034117, y: -0.477216, inside_circle: yes
x: -1.206325, y: 1.210672, inside_circle: no
x: -0.746190, y: 0.511616, inside_circle: yes
x: -1.333261, y: 1.147535, inside_circle: no
x: -1.198308, y: -1.436517, inside_circle: no
x: 0.749434, y: -1.248036, inside_circle: no
x: 0.838184, y: 1.369821, inside_circle: no
x: 0.252181, y: -1.252099, inside_circle: no
x: 0.631659, y: 1.469435, inside_circle: no
x: -1.280088, y: -1.195887, inside_circle: no
x: 0.141289, y: 0.551167, inside_circle: yes
x: 0.465048, y: -0.237270, inside_circle: yes
x: 1.033768, y: -1.407488, inside_circle: no
x: 0.255206, y: 1.056428, inside_circle: no
x: 0.082882, y: 0.333510, inside_circle: yes
x: -0.975408, y: 1.289851, inside_circle: no
x: 0.397725, y: -0.234906, inside_circle: yes
x: -1.092621, y: -1.181478, inside_circle: no
x: -0.938655, y: -0.929440, inside_circle: no
x: 0.220432, y: -0.283887, inside_circle: yes
x: 1.194887, y: 0.284324, inside_circle: no
x: 0.374551, y: 1.171461, inside_circle: no
x: 1.385249, y: 0.113427, inside_circle: no
x: 0.002002, y: -1.105894, inside_circle: no
x: -0.590284, y: 1.262037, inside_circle: no
x: 0.667372, y: 1.032731, inside_circle: no
x: -0.471296, y: 1.310693, inside_circle: no
x: -1.012965, y: -1.499989, inside_circle: no
x: -1.105371, y: -0.170213, inside_circle: no
x: 0.108584, y: 1.201671, inside_circle: no
x: -0.691334, y: 1.195941, inside_circle: no
x: 0.917712, y: 0.690056, inside_circle: no
x: 1.388338, y: -1.258410, inside_circle: no
x: 1.032007, y: 0.868780, inside_circle: no
x: 0.428115, y: -1.033983, inside_circle: no
x: -0.535440, y: 0.969568, inside_circle: no
x: 0.015898, y: -0.829809, inside_circle: yes
x: -0.626331, y: -1.172787, inside_circle: no
x: 0.414994, y: -1.057782, inside_circle: no
x: 1.166021, y: 1.383046, inside_circle: no
x: 0.398685, y: 0.635872, inside_circle: yes
x: 1.407818, y: -0.162826, inside_circle: no
x: -1.254429, y: 1.434494, inside_circle: no
x: -0.028429, y: 1.378864, inside_circle: no
x: 1.426822, y: 1.088019, inside_circle: no
x: -0.041610, y: -1.488595, inside_circle: no
x: -0.566906, y: 0.731132, inside_circle: yes
x: 0.906069, y: 1.239290, inside_circle: no
x: -0.810396, y: -1.454402, inside_circle: no
x: 1.232696, y: -1.433321, inside_circle: no
x: 1.160840, y: 0.775057, inside_circle: no
x: -1.222099, y: -0.975646, inside_circle: no
x: -1.035867, y: -1.336614, inside_circle: no
x: 0.525389, y: 0.205474, inside_circle: yes
x: -1.214915, y: -1.262859, inside_circle: no
x: 0.761996, y: -0.711805, inside_circle: no
x: 1.458344, y: -0.249280, inside_circle: no
x: 0.587350, y: 1.001485, inside_circle: no
x: 0.595708, y: 0.396675, inside_circle: yes
x: -1.401480, y: 1.249701, inside_circle: no
x: 1.487519, y: 1.318128, inside_circle: no
x: 0.902790, y: -0.501767, inside_circle: no
x: 0.011513, y: 0.510005, inside_circle: yes
x: 1.019037, y: 1.028745, inside_circle: no
x: -0.192213, y: 1.024768, inside_circle: no
x: 1.457750, y: 0.395671, inside_circle: no
x: -0.354924, y: 1.163468, inside_circle: no
x: 0.313855, y: 1.433108, inside_circle: no
x: -1.497055, y: 0.589559, inside_circle: no
x: -1.277889, y: 0.616973, inside_circle: no
x: 0.518519, y: -0.441334, inside_circle: yes
x: 0.704343, y: 0.180540, inside_circle: yes
x: -0.132741, y: 0.581382, inside_circle: yes
x: -0.314500, y: -1.396484, inside_circle: no
x: 0.496246, y: -0.222826, inside_circle: yes
x: -1.490594, y: 0.090304, inside_circle: no
