Dataset,ID,IsNonDominated,FrontID,Obj1,Obj2,Obj3,Obj4,Obj5
Task1_5D_1000,268,0,0,33.3713,13.3563,9.03995,76.5557,40.0569
Task1_5D_1000,269,0,0,32.3692,21.7746,8.87266,0.320982,13.9616
Task1_5D_1000,270,0,0,22.0969,24.7139,93.5262,30.0236,19.5959
Task1_5D_1000,271,0,0,80.3136,77.9863,66.7207,2.67566,31.2205
Task1_5D_1000,272,0,0,32.5569,78.3361,71.9409,64.026,70.3681
Task1_5D_1000,273,0,0,61.3868,2.06232,53.9595,42.0226,80.1787
Task1_5D_1000,274,0,0,70.7936,49.7493,21.7025,89.1591,20.5773
Task1_5D_1000,275,0,0,81.9975,74.959,86.6479,28.956,17.3845
Task1_5D_1000,276,0,0,26.0198,97.9554,30.7472,38.4426,15.5656
Task1_5D_1000,277,0,0,5.51986,77.9893,43.2847,11.9707,28.1843
Task1_5D_1000,278,0,0,37.9054,53.5143,36.7655,2.47863,37.5687
Task1_5D_1000,279,0,0,49.2563,19.9685,4.44132,7.34884,75.5239
Task1_5D_1000,280,1,0,97.0849,34.7538,56.5617,99.4322,87.1355
Task1_5D_1000,281,0,0,23.4559,21.6803,31.0931,9.85046,23.0588
Task1_5D_1000,282,0,0,13.4288,51.3049,23.5138,86.4192,82.243
Task1_5D_1000,283,0,0,72.842,27.4142,70.8134,2.02674,27.5138
Task1_5D_1000,284,0,0,51.9697,35.821,50.0739,39.2431,80.1202
Task1_5D_1000,285,0,0,13.8787,46.5952,77.4049,80.43,16.7564
Task1_5D_1000,286,0,0,62.4683,35.0137,39.9174,55.5371,38.7747
Task1_5D_1000,287,1,0,58.3518,97.5246,15.6162,65.6157,98.7512
Task1_5D_1000,288,0,0,9.57132,66.906,83.3629,3.14549,9.02022
Task1_5D_1000,289,0,0,1.32724,88.9096,87.4887,77.2469,87.6019
Task1_5D_1000,290,1,0,76.0004,2.34758,99.5428,21.4836,77.8747
Task1_5D_1000,291,0,0,14.2164,82.6914,3.07693,57.3702,11.9857
Task1_5D_1000,292,1,0,96.4576,57.1558,94.4822,13.7906,47.4561
Task1_5D_1000,293,0,0,6.65903,9.07503,0.18605,85.7373,74.5339
Task1_5D_1000,294,0,0,46.8135,52.425,66.6837,44.3979,11.6002
Task1_5D_1000,295,1,0,60.8915,80.5282,80.844,88.7762,68.3136
Task1_5D_1000,296,0,0,60.6196,24.6449,66.494,0.364612,81.1541
Task1_5D_1000,297,1,0,96.9505,64.4727,76.6501,83.8645,2.85566
Task1_5D_1000,298,1,0,24.7359,40.8786,89.0239,89.212,92.8568
Task1_5D_1000,299,0,0,83.5473,93.3956,30.1641,89.3149,2.69711
Task1_5D_1000,300,0,0,20.9072,1.87775,73.8873,62.212,44.2076
Task1_5D_1000,301,0,0,30.1434,34.0946,50.6639,56.2082,83.7673
Task1_5D_1000,302,0,0,29.8768,7.39774,15.6716,53.0269,40.2684
Task1_5D_1000,303,0,0,50.7524,60.7633,95.2766,48.1369,53.3456
Task1_5D_1000,304,0,0,7.76181,71.4896,93.1262,68.2139,59.9184
Task1_5D_1000,305,0,0,50.0082,50.5741,69.4775,44.7375,41.1503
Task1_5D_1000,306,1,0,87.9426,60.1078,37.1445,46.3926,98.8606
Task1_5D_1000,307,0,0,50.625,61.3034,12.5517,0.432556,14.2624
Task1_5D_1000,308,0,0,57.5908,9.21041,27.3123,32.7529,58.8151
Task1_5D_1000,309,0,0,29.4608,56.9105,17.9681,4.53154,78.3539
Task1_5D_1000,310,0,0,34.7657,9.63507,6.82841,38.2678,38.6651
Task1_5D_1000,311,0,0,94.5358,29.7565,5.47285,34.163,82.7858
Task1_5D_1000,312,0,0,39.7215,17.0055,15.791,62.9332,25.4495
Task1_5D_1000,313,0,0,91.8504,18.4987,58.9477,58.0736,32.6145
Task1_5D_1000,314,0,0,64.3047,82.6139,13.463,65.2018,39.2925
Task1_5D_1000,315,0,0,1.67177,90.5814,79.0048,50.063,12.691
Task1_5D_1000,316,0,0,64.1578,40.5384,39.2861,15.185,42.659
Task1_5D_1000,317,0,0,32.7807,20.8646,18.1611,59.8054,66.1876
Task1_5D_1000,318,0,0,57.5674,84.7393,41.4796,12.9298,81.8507
Task1_5D_1000,319,0,0,11.31,21.8147,55.8015,14.5342,39.0258
Task1_5D_1000,320,0,0,20.8166,44.9653,35.3801,61.3693,55.986
Task1_5D_1000,321,0,0,69.3885,26.1095,27.5918,7.82576,46.0653
Task1_5D_1000,322,0,0,45.3287,53.3772,42.8856,89.9742,66.8262
Task1_5D_1000,323,0,0,70.601,58.2379,25.1713,44.0823,79.3506
Task1_5D_1000,324,0,0,93.4702,49.058,14.8927,2.25768,3.46976
Task1_5D_1000,325,0,0,28.6548,34.4034,60.8902,47.7351,69.4677
Task1_5D_1000,326,0,0,15.0536,75.4631,37.2897,51.6496,67.2055
Task1_5D_1000,327,0,0,17.9048,67.3693,9.97022,9.89096,97.8751
Task1_5D_1000,328,0,0,2.42676,91.193,72.5315,22.3135,97.935
Task1_5D_1000,329,0,0,22.7862,34.3285,75.7609,10.9345,35.9522
Task1_5D_1000,330,0,0,55.8666,47.8018,42.981,57.3893,19.4803
Task1_5D_1000,331,1,0,72.7681,47.9084,85.4355,99.855,80.4181
Task1_5D_1000,332,0,0,96.531,22.315,30.2203,38.5459,5.68792
Task1_5D_1000,333,1,0,33.2561,16.1724,99.7695,92.6684,79.8905
Task1_5D_1000,334,0,0,72.782,35.6804,41.7714,15.3098,46.6683
Task1_5D_1000,335,0,0,8.69845,2.3196,23.7992,31.2623,24.3415
Task1_5D_1000,336,0,0,65.2446,82.5609,54.4455,30.797,17.7879
Task1_5D_1000,337,0,0,74.3552,46.4015,56.8826,36.3479,81.6865
Task1_5D_1000,338,1,0,26.9158,99.7761,66.9349,74.8795,12.5012
Task1_5D_1000,339,1,0,99.7757,94.2532,69.3566,9.3174,89.3463
Task1_5D_1000,340,0,0,73.2721,32.6781,78.5502,8.20631,50.5183
Task1_5D_1000,341,0,0,67.7704,56.7437,49.5633,3.03283,2.27083
Task1_5D_1000,342,0,0,89.1783,26.1115,14.9667,28.0544,46.083
Task1_5D_1000,343,0,0,61.1324,15.0847,39.7524,2.85972,76.2019
Task1_5D_1000,344,1,0,63.3262,71.4432,75.3958,99.2425,65.53
Task1_5D_1000,345,0,0,3.53171,66.8556,40.1841,20.4647,31.6724
Task1_5D_1000,346,0,0,18.9033,46.9745,1.3801,4.2335,33.6181
Task1_5D_1000,347,0,0,12.3814,19.1566,75.7367,93.6175,55.1615
Task1_5D_1000,348,0,0,14.3967,82.3974,40.429,57.0257,68.2706
Task1_5D_1000,349,0,0,44.3983,83.7778,64.5478,18.9698,45.4721
Task1_5D_1000,350,0,0,75.9123,4.70083,3.71871,89.3671,39.4833
Task1_5D_1000,351,0,0,48.7788,31.0466,79.1156,70.5733,31.6253
Task1_5D_1000,352,0,0,39.7015,44.1966,60.3114,10.2656,91.8646
Task1_5D_1000,353,0,0,33.5375,36.5104,71.1274,28.9511,90.08
Task1_5D_1000,354,1,0,32.4583,70.405,99.26,96.8217,12.1669
Task1_5D_1000,355,1,0,56.8088,95.7868,76.0522,83.0566,99.3683
Task1_5D_1000,356,0,0,92.2488,87.9649,1.29979,17.1876,34.2449
Task1_5D_1000,357,0,0,74.7048,47.3951,34.9463,41.839,80.7142
Task1_5D_1000,358,0,0,56.3154,75.7185,31.1261,38.9365,97.158
Task1_5D_1000,359,0,0,63.5593,42.8368,21.4506,29.8221,85.3693
Task1_5D_1000,360,0,0,30.7087,5.30717,6.3463,98.4165,48.1369
Task1_5D_1000,361,0,0,41.1822,26.9976,19.594,88.934,39.2683
Task1_5D_1000,362,0,0,53.8643,41.8124,66.7636,22.3271,15.2204
Task1_5D_1000,363,0,0,60.0479,84.694,85.6104,2.58844,28.2569
Task1_5D_1000,364,0,0,33.6108,77.5119,61.597,21.8217,76.4341
Task1_5D_1000,365,0,0,55.5942,80.4313,87.1222,7.13901,42.3464
Task1_5D_1000,366,0,0,77.3897,40.69,97.3503,2.89381,44.3027
Task1_5D_1000,367,0,0,24.4737,23.8277,63.4178,75.4229,44.2516
Task1_5D_1000,368,0,0,39.0224,14.365,69.6187,13.4781,13.6405
Task1_5D_1000,369,0,0,6.27487,6.45978,11.6877,73.9545,2.31217
Task1_5D_1000,370,0,0,79.1357,15.3294,80.7675,85.3999,67.9612
Task1_5D_1000,371,0,0,49.6995,41.4085,63.7897,45.4951,56.1472
Task1_5D_1000,372,0,0,16.7608,53.313,19.2375,0.606827,85.6761
Task1_5D_1000,373,0,0,7.15911,51.999,37.0786,32.6828,26.5437
Task1_5D_1000,374,0,0,30.1352,67.3072,0.613115,63.9062,19.8706
Task1_5D_1000,375,0,0,48.0796,12.2334,21.5491,19.1702,96.4063
Task1_5D_1000,376,0,0,5.04378,57.5869,49.2685,62.9649,30.4602
Task1_5D_1000,377,1,0,41.8614,2.30431,99.1245,85.7272,20.0977
Task1_5D_1000,378,0,0,4.97461,4.71324,55.7348,10.693,65.7393
Task1_5D_1000,379,0,0,49.9182,81.5253,17.5564,92.795,64.3139
Task1_5D_1000,380,1,0,38.0819,29.2139,49.794,94.8154,88.1683
Task1_5D_1000,381,0,0,75.9847,16.5788,49.3313,82.1843,28.9256
Task1_5D_1000,382,0,0,82.3823,37.1054,84.0231,26.6086,80.6568
Task1_5D_1000,383,0,0,30.8086,63.7455,56.7486,86.3892,49.6046
Task1_5D_1000,384,0,0,68.5682,21.1729,1.86814,68.8129,68.4632
Task1_5D_1000,385,1,0,76.3587,94.753,94.5542,66.9437,51.8708
Task1_5D_1000,386,0,0,8.14438,43.7314,11.0328,13.99,70.8182
Task1_5D_1000,387,1,0,80.0286,91.4606,75.5408,16.1849,94.4814
Task1_5D_1000,388,0,0,34.3334,35.6494,46.3181,34.3033,40.4599
Task1_5D_1000,389,0,0,23.1733,5.01434,63.7204,49.3789,25.6819
Task1_5D_1000,390,0,0,88.1946,90.3107,50.4975,42.28,71.513
Task1_5D_1000,391,1,0,99.5013,92.1213,9.29378,28.4647,20.9227
Task1_5D_1000,392,1,0,72.0085,84.3706,93.9467,92.9582,43.6766
Task1_5D_1000,393,0,0,23.1644,65.4898,82.628,80.517,13.4846
Task1_5D_1000,394,0,0,92.7965,15.6882,34.4897,47.9329,16.594
Task1_5D_1000,395,0,0,41.5334,49.5053,75.2129,57.1534,35.1136
Task1_5D_1000,396,0,0,27.5764,50.2275,10.1556,59.655,22.4615
Task1_5D_1000,397,1,0,15.8358,91.935,99.9222,43.547,7.06315
Task1_5D_1000,398,0,0,29.11,29.5211,88.0256,91.1793,2.26715
Task1_5D_1000,399,1,0,53.1115,62.3295,94.3023,81.8681,23.6429
Task1_5D_1000,400,0,0,80.7349,42.8838,44.9674,50.2274,76.9167
Task1_5D_1000,401,0,0,24.5845,5.84097,29.3741,57.2566,79.547
Task1_5D_1000,402,0,0,6.08101,3.44309,2.50177,63.1299,48.1422
Task1_5D_1000,403,0,0,59.0944,53.8653,6.38901,83.2694,25.5523
Task1_5D_1000,404,0,0,41.1088,31.5042,82.8959,49.1015,21.1972
Task1_5D_1000,405,0,0,59.1828,46.1032,52.2594,54.9915,56.7508
Task1_5D_1000,406,1,0,2.88823,12.7976,98.2233,87.2841,95.1721
Task1_5D_1000,407,0,0,55.1983,46.3571,81.9206,8.80936,86.3913
Task1_5D_1000,408,0,0,79.8663,29.8944,58.0123,67.4704,79.4479
Task1_5D_1000,409,0,0,56.4056,36.0098,41.744,94.8499,16.8048
Task1_5D_1000,410,0,0,51.3461,88.1531,70.2406,28.5199,1.94579
Task1_5D_1000,411,0,0,41.848,90.7436,72.0702,74.8271,93.7898
Task1_5D_1000,412,0,0,80.1468,49.9261,55.9476,19.4013,53.8354
Task1_5D_1000,413,0,0,49.1827,46.2108,27.3075,59.236,8.12736
Task1_5D_1000,414,0,0,8.7932,65.2544,63.7727,65.1512,1.463
Task1_5D_1000,415,0,0,33.9694,90.3794,23.333,89.9498,7.51396
Task1_5D_1000,416,1,0,93.1442,7.92181,90.7651,15.541,86.6948
Task1_5D_1000,417,1,0,93.3479,41.5629,97.4944,3.30635,74.0763
Task1_5D_1000,418,0,0,15.0494,85.0363,66.1481,84.9558,33.9235
Task1_5D_1000,419,0,0,5.626,16.0553,67.9265,70.6848,21.0876
Task1_5D_1000,420,1,0,2.92522,99.3569,42.6439,54.5204,94.9674
Task1_5D_1000,421,0,0,27.6478,27.9958,61.928,96.5586,22.5478
Task1_5D_1000,422,0,0,18.7795,98.5169,19.4803,41.4117,20.4309
Task1_5D_1000,423,0,0,42.0586,31.2609,4.98365,95.2347,62.7631
Task1_5D_1000,424,0,0,13.2841,17.2353,42.0148,38.7317,98.1785
Task1_5D_1000,425,0,0,86.1321,65.1487,6.98806,36.251,45.322
Task1_5D_1000,426,0,0,95.4411,52.8583,2.49645,64.8514,9.4903
Task1_5D_1000,427,0,0,6.93064,43.9298,2.03923,96.7995,73.7024
Task1_5D_1000,428,0,0,60.0441,3.32581,71.4443,73.7384,11.3386
Task1_5D_1000,429,0,0,20.179,70.5889,88.5736,0.0964781,60.8795
Task1_5D_1000,430,0,0,59.2572,60.2045,3.64726,17.6581,74.2555
Task1_5D_1000,431,0,0,34.1168,66.1322,44.1506,46.7428,52.396
Task1_5D_1000,432,1,0,67.896,88.0375,50.5185,85.4085,95.1678
Task1_5D_1000,433,0,0,94.5573,23.6551,2.40728,55.4406,60.3172
Task1_5D_1000,434,0,0,15.5451,32.117,83.9043,41.7785,76.8048
Task1_5D_1000,435,0,0,49.908,35.2422,41.9085,19.8341,0.60911
Task1_5D_1000,436,0,0,94.7503,68.5709,52.5475,62.4241,69.9499
Task1_5D_1000,437,0,0,72.3278,62.2311,66.2552,22.9924,97.0287
Task1_5D_1000,438,0,0,72.9437,3.67157,51.9829,24.2333,36.7601
Task1_5D_1000,439,1,0,35.1202,44.1863,97.6488,49.8243,77.2688
Task1_5D_1000,440,0,0,43.9161,64.9909,19.7259,53.1386,75.3827
Task1_5D_1000,441,0,0,44.1434,34.6453,52.4634,75.6295,51.989
Task1_5D_1000,442,1,0,72.088,75.8734,98.2865,31.1298,7.46104
Task1_5D_1000,443,1,0,78.1777,52.2506,88.3241,28.4557,99.0533
Task1_5D_1000,444,0,0,92.0049,34.7344,77.1618,23.3513,53.4236
Task1_5D_1000,445,1,0,69.9149,81.0157,53.2923,97.5454,32.6985
Task1_5D_1000,446,0,0,52.9179,40.6584,70.5221,78.7749,41.393
Task1_5D_1000,447,0,0,81.0368,48.9675,9.77676,54.4637,20.5627
Task1_5D_1000,448,0,0,80.6822,32.3021,28.9866,32.3303,68.5814
Task1_5D_1000,449,0,0,53.1971,58.9999,12.6998,40.5492,81.8303
Task1_5D_1000,450,0,0,88.1531,39.1464,82.208,9.38702,10.7266
Task1_5D_1000,451,0,0,17.8437,94.6951,40.6787,50.8295,94.1211
Task1_5D_1000,452,0,0,99.1622,12.7597,41.0502,27.641,6.71024
Task1_5D_1000,453,0,0,60.8534,21.2044,76.1076,52.4623,82.0383
Task1_5D_1000,454,0,0,37.3378,28.4355,81.6597,4.93673,56.7207
Task1_5D_1000,455,0,0,27.9799,4.26006,2.49969,49.713,4.53764
Task1_5D_1000,456,1,0,44.6712,63.2896,92.9383,47.4917,66.4169
Task1_5D_1000,457,0,0,54.9509,68.9657,95.1632,66.6684,52.1358
Task1_5D_1000,458,0,0,68.319,29.4555,29.6053,54.5537,24.0153
Task1_5D_1000,459,0,0,54.7571,23.9309,38.757,38.2439,80.6016
Task1_5D_1000,460,0,0,80.9646,33.1418,45.4253,71.9161,0.939846
Task1_5D_1000,461,1,0,98.5272,49.2296,25.4754,98.7984,30.8771
Task1_5D_1000,462,1,0,2.34428,98.532,50.637,62.4083,32.8519
Task1_5D_1000,463,0,0,86.7256,58.3659,77.0929,27.8102,19.172
Task1_5D_1000,464,0,0,69.7138,65.3305,90.158,61.7421,13.8109
Task1_5D_1000,465,0,0,59.735,22.134,56.8158,45.7444,88.7625
Task1_5D_1000,466,0,0,18.4114,65.1714,52.3452,2.87012,68.5202
Task1_5D_1000,467,0,0,89.9094,35.2899,50.1032,54.7214,94.6862
Task1_5D_1000,468,1,0,81.8092,66.8375,81.0734,84.985,33.4684
Task1_5D_1000,469,0,0,78.7407,75.1713,55.2774,52.6596,18.6849
Task1_5D_1000,470,0,0,5.66702,16.3766,29.1391,21.4839,59.2733
Task1_5D_1000,471,0,0,59.6872,33.1756,39.1878,52.9174,16.9168
Task1_5D_1000,472,0,0,50.1573,25.5018,83.1442,13.5304,94.5093
Task1_5D_1000,473,0,0,60.0261,10.0123,40.2136,69.7446,69.8797
Task1_5D_1000,474,0,0,56.1782,8.75291,70.1061,53.9112,41.5738
Task1_5D_1000,475,0,0,67.9727,48.8795,18.7474,37.8706,71.1529
Task1_5D_1000,476,0,0,43.954,48.4444,54.4561,87.9971,20.6387
Task1_5D_1000,477,0,0,61.4204,44.9733,49.9755,8.85325,54.5471
Task1_5D_1000,478,1,0,80.5985,79.4371,97.0698,67.9261,0.423818
Task1_5D_1000,479,0,0,47.6409,14.4127,35.1887,68.4136,17.0517
Task1_5D_1000,480,0,0,48.3361,97.4616,72.5012,6.06618,73.4748
Task1_5D_1000,481,1,0,60.2021,71.8529,60.8206,97.0477,61.7373
Task1_5D_1000,482,0,0,58.496,42.0728,74.9213,17.7402,16.1076
Task1_5D_1000,483,0,0,26.966,41.7397,71.7089,39.3764,14.5552
Task1_5D_1000,484,0,0,77.7996,17.8602,24.0741,20.2408,98.272
Task1_5D_1000,485,0,0,99.322,28.7226,26.9475,31.5834,3.85904
Task1_5D_1000,486,1,0,63.1468,99.7043,38.0359,78.1638,82.8865
Task1_5D_1000,487,0,0,60.2876,92.9127,16.0573,32.0784,70.7223
Task1_5D_1000,488,0,0,47.6994,94.8976,71.2808,49.2567,63.8056
Task1_5D_1000,489,1,0,75.1652,6.72894,97.5737,83.8832,44.7975
Task1_5D_1000,490,0,0,10.4495,2.12659,4.82074,89.5786,76.9045
Task1_5D_1000,491,0,0,43.7798,64.046,77.8334,91.9024,28.1891
Task1_5D_1000,492,0,0,72.2453,78.7994,60.3721,4.90033,97.5542
Task1_5D_1000,493,0,0,36.8479,74.2422,66.5379,80.1387,48.0834
Task1_5D_1000,494,0,0,31.857,88.2617,56.4303,74.7047,79.799
Task1_5D_1000,495,0,0,74.7556,70.7488,71.7683,1.42011,81.5156
Task1_5D_1000,496,0,0,35.3922,43.5188,67.4897,31.1658,23.1544
Task1_5D_1000,497,0,0,10.001,50.863,59.5693,5.70074,56.0811
Task1_5D_1000,498,0,0,58.3051,71.1453,1.54872,6.64304,51.3894
Task1_5D_1000,499,0,0,75.8519,84.977,52.5354,34.3442,89.8083
Task1_5D_1000,500,0,0,56.8389,62.001,15.8752,65.1709,31.6028
Task1_5D_1000,501,0,0,55.403,21.9752,94.2651,16.5627,80.8218
Task1_5D_1000,502,0,0,49.7607,43.9443,77.5054,81.2489,70.7989
Task1_5D_1000,503,0,0,55.5349,70.2119,20.4129,71.5333,58.6858
Task1_5D_1000,504,0,0,17.8972,58.0827,90.7991,16.155,40.6367
Task1_5D_1000,505,0,0,50.7797,97.1838,39.6001,18.9789,53.8236
Task1_5D_1000,506,0,0,27.6817,61.4206,33.692,13.5025,88.7
Task1_5D_1000,507,0,0,10.3247,86.4368,57.9334,79.8162,32.1596
Task1_5D_1000,508,0,0,6.29346,22.2169,76.1334,53.7602,17.6236
Task1_5D_1000,509,1,0,62.528,25.3976,49.7447,99.8259,92.5456
Task1_5D_1000,510,0,0,48.6137,7.10085,56.325,10.0735,13.3398
Task1_5D_1000,511,0,0,46.5326,65.4049,13.4359,19.9034,17.163
Task1_5D_1000,512,0,0,90.8754,35.927,73.4064,62.1946,77.9427
Task1_5D_1000,513,0,0,5.97775,4.57483,57.5647,14.3862,30.9671
Task1_5D_1000,514,0,0,34.3392,4.79996,36.9404,61.3668,29.3354
Task1_5D_1000,515,1,0,47.8469,31.7867,91.0106,70.4619,82.6971
Task1_5D_1000,516,0,0,24.1346,93.8429,47.8299,68.2774,10.1093
Task1_5D_1000,517,0,0,8.40558,35.6362,85.2287,16.4666,9.70408
Task1_5D_1000,518,0,0,20.2638,34.0683,69.4091,44.9286,7.95952
Task1_5D_1000,519,0,0,96.1094,41.3253,34.9325,39.9347,24.1579
Task1_5D_1000,520,0,0,93.6625,41.5117,29.5439,50.1432,2.55783
Task1_5D_1000,521,0,0,84.2088,12.8094,81.4786,15.8524,8.45001
Task1_5D_1000,522,0,0,57.6641,84.0563,47.5021,21.1014,18.2172
Task1_5D_1000,523,0,0,11.1044,60.2452,42.2361,60.1325,35.8171
Task1_5D_1000,524,0,0,90.1015,50.7265,33.4252,74.5576,71.6106
Task1_5D_1000,525,0,0,46.5931,10.4513,78.6924,0.540813,74.1028
Task1_5D_1000,526,0,0,75.7219,31.739,81.0392,57.1706,57.7877
Task1_5D_1000,527,0,0,7.62557,13.0119,4.52691,67.5113,58.4811
Task1_5D_1000,528,0,0,75.0264,88.2468,88.4017,7.35023,40.9782
Task1_5D_1000,529,0,0,34.7046,36.1041,24.4748,82.2009,56.8063
Task1_5D_1000,530,0,0,10.2124,3.68833,74.8291,86.7838,2.9801
Task1_5D_1000,531,0,0,25.8876,66.5743,96.2791,94.4554,9.25143
Task1_5D_1000,532,0,0,65.2842,19.9189,30.9879,58.4501,39.6617
Task1_5D_1000,533,1,0,86.1896,60.508,74.5923,98.5393,36.7325
Task1_5D_1000,534,1,0,90.7436,92.7703,8.78866,23.3962,93.0117
Task1_5D_1000,535,0,0,51.7098,44.3043,72.511,78.9854,5.61744
Task1_5D_1000,536,0,0,0.978776,81.1745,64.0659,23.8449,45.4974
Task1_5D_1000,537,0,0,91.5113,22.8282,1.32238,39.2922,2.69734
Task1_5D_1000,538,0,0,94.6245,37.7639,45.0755,10.307,79.0582
Task1_5D_1000,539,0,0,77.0144,20.3863,39.1235,89.5439,33.313
Task1_5D_1000,540,1,0,63.1655,67.0687,98.5299,22.6494,92.9253
Task1_5D_1000,541,0,0,14.1499,27.9066,24.7475,65.0948,51.4839
Task1_5D_1000,542,0,0,55.7431,53.8145,65.4162,82.717,45.5737
Task1_5D_1000,543,0,0,28.7162,6.59921,49.4033,28.3533,49.8962
Task1_5D_1000,544,0,0,93.8907,30.3447,60.3746,61.2408,42.857
Task1_5D_1000,545,1,0,33.1421,71.506,77.9234,99.4132,86.4814
Task1_5D_1000,546,0,0,28.6794,44.2857,38.121,96.1476,86.1623
Task1_5D_1000,547,0,0,45.9982,85.8157,39.655,9.59709,68.2513
Task1_5D_1000,548,0,0,48.9722,74.7823,27.265,16.5014,13.1809
Task1_5D_1000,549,0,0,83.433,45.6172,8.23218,61.7792,0.191284
Task1_5D_1000,550,1,0,97.1937,93.8356,32.0874,59.7649,19.3967
Task1_5D_1000,551,0,0,32.5517,84.4119,73.5903,67.6099,77.1741
Task1_5D_1000,552,0,0,50.2303,6.89917,67.2851,30.7219,68.1061
Task1_5D_1000,553,0,0,16.4078,28.5547,84.7301,78.5125,80.8218
Task1_5D_1000,554,0,0,16.0131,93.0598,6.93174,14.7682,7.37436
Task1_5D_1000,555,0,0,12.1262,97.4955,80.6362,44.2488,86.9055
Task1_5D_1000,556,0,0,27.4974,54.7552,46.7142,58.9707,42.8389
Task1_5D_1000,557,1,0,58.681,55.3349,24.6875,95.0958,68.7354
Task1_5D_1000,558,0,0,37.8446,3.35555,70.8814,54.3163,79.3649
Task1_5D_1000,559,0,0,3.18875,38.4029,97.4588,22.2147,36.1303
Task1_5D_1000,560,0,0,15.7802,78.6261,44.681,80.1592,79.4038
Task1_5D_1000,561,0,0,62.3394,88.3637,1.27773,94.8769,10.0001
Task1_5D_1000,562,0,0,30.3145,69.7301,58.1939,68.1248,0.910193
Task1_5D_1000,563,0,0,43.8329,50.0301,45.374,68.5293,93.8336
Task1_5D_1000,564,0,0,66.8623,41.5542,11.899,38.4022,74.7924
Task1_5D_1000,565,0,0,65.241,44.1049,84.031,60.7896,79.5575
Task1_5D_1000,566,1,0,78.7298,63.3858,66.2124,10.8546,99.7621
Task1_5D_1000,567,0,0,30.6237,11.6062,0.337078,73.386,16.874
Task1_5D_1000,568,0,0,18.1249,62.2681,38.5466,66.6199,73.9095
Task1_5D_1000,569,0,0,29.1361,96.7547,23.1329,17.0805,87.939
Task1_5D_1000,570,0,0,60.2932,89.8478,17.1666,39.6749,0.0307136
Task1_5D_1000,571,0,0,24.2709,58.3521,78.3956,37.7944,19.8518
Task1_5D_1000,572,0,0,80.5776,45.812,14.9732,32.1337,34.8494
Task1_5D_1000,573,1,0,55.9494,82.2521,97.8794,80.3,5.01026
Task1_5D_1000,574,0,0,53.0278,44.5978,54.0893,25.8025,45.0316
Task1_5D_1000,575,0,0,35.298,14.3663,18.6736,5.4419,3.79684
Task1_5D_1000,576,0,0,91.6904,53.6508,6.81608,76.8602,49.0544
Task1_5D_1000,577,0,0,48.1679,44.3538,47.7027,46.0937,36.5346
Task1_5D_1000,578,0,0,36.3638,17.032,69.6118,81.4372,35.289
Task1_5D_1000,579,0,0,32.843,46.1341,97.6145,49.3983,39.93
Task1_5D_1000,580,0,0,18.333,85.7626,15.0547,42.2061,75.5403
Task1_5D_1000,581,1,0,60.9514,84.6037,88.0171,80.582,28.5845
Task1_5D_1000,582,0,0,12.6504,18.3004,85.7439,73.1139,13.4457
Task1_5D_1000,583,0,0,18.7253,18.7743,61.5001,21.3131,59.8367
Task1_5D_1000,584,1,0,98.9071,24.3565,2.15611,36.9744,78.0979
Task1_5D_1000,585,1,0,75.5002,84.0225,65.7724,91.5688,99.5168
Task1_5D_1000,586,1,0,45.2649,43.1082,94.4806,97.9149,9.74039
Task1_5D_1000,587,1,0,94.8251,67.6164,96.4911,38.2128,40.0699
Task1_5D_1000,588,0,0,48.8548,11.4545,4.28963,46.6094,59.3654
Task1_5D_1000,589,0,0,57.9006,0.646571,82.0972,5.275,4.38675
Task1_5D_1000,590,1,0,30.0413,72.4777,95.579,91.5542,37.0454
Task1_5D_1000,591,0,0,35.5784,57.8424,60.5871,4.61548,71.6257
Task1_5D_1000,592,0,0,6.61217,69.5824,77.3414,67.6608,6.62861
Task1_5D_1000,593,0,0,64.3077,82.1531,46.3898,85.0975,48.6576
Task1_5D_1000,594,0,0,57.2881,23.0137,82.0342,59.6628,6.00042
Task1_5D_1000,595,0,0,9.21018,86.5106,75.3998,17.2527,3.64946
Task1_5D_1000,596,0,0,71.8698,21.1464,25.5897,94.4579,39.5762
Task1_5D_1000,597,0,0,14.6643,79.6292,97.0185,24.5897,7.05144
Task1_5D_1000,598,0,0,65.6552,72.2785,54.8784,17.0221,8.63917
Task1_5D_1000,599,1,0,98.8969,25.7576,36.0942,76.9319,73.1747
Task1_5D_1000,600,0,0,0.732277,94.3726,49.7919,10.2675,76.6161
Task1_5D_1000,601,0,0,5.06386,34.1091,55.0892,59.4764,1.27361
Task1_5D_1000,602,0,0,96.955,71.7058,26.9471,2.27618,70.4757
Task1_5D_1000,603,0,0,72.828,48.3889,11.8132,52.1803,92.712
Task1_5D_1000,604,0,0,9.02683,25.6517,17.6584,1.0206,59.5888
Task1_5D_1000,605,0,0,39.2534,34.714,33.4536,98.8845,43.8359
Task1_5D_1000,606,0,0,69.3511,39.965,29.4325,83.726,88.4244
Task1_5D_1000,607,0,0,0.0486617,84.0093,39.5793,62.2361,47.7927
Task1_5D_1000,608,0,0,21.6344,24.7833,13.388,11.6877,69.5284
Task1_5D_1000,609,0,0,43.3581,58.1547,18.0436,89.366,34.1903
Task1_5D_1000,610,0,0,36.3763,81.2353,16.4538,51.8446,25.8849
Task1_5D_1000,611,0,0,65.6323,17.2046,57.654,41.3039,43.0063
