Dataset,ID,IsNonDominated,Obj1,Obj2,Obj3,Obj4,Obj5
5D_1000,332,0,37.4822,13.7761,43.3925,25.8732,16.3596
5D_1000,333,0,26.2741,9.40645,88.2827,49.7861,6.96662
5D_1000,334,1,89.1468,65.0089,45.7504,99.9002,96.4076
5D_1000,335,0,73.2513,96.9191,21.626,15.3738,79.6356
5D_1000,336,0,24.3519,25.8281,33.6221,68.4737,83.197
5D_1000,337,0,70.354,76.9248,23.0624,71.8656,63.7665
5D_1000,338,0,47.9656,67.5566,93.2611,13.5364,7.61824
5D_1000,339,0,77.7128,86.6103,45.5599,25.3172,32.1091
5D_1000,340,0,31.0559,95.7748,67.4594,1.0997,56.0983
5D_1000,341,0,5.47418,56.9698,15.4587,21.5935,88.6223
5D_1000,342,0,7.4948,42.7288,87.98,39.3692,18.9536
5D_1000,343,0,22.1457,63.2987,64.3868,61.2378,92.2849
5D_1000,344,0,78.4332,60.4692,64.9982,10.1125,19.4424
5D_1000,345,0,22.4949,24.8012,4.17505,20.6377,36.0501
5D_1000,346,0,82.9087,63.4726,5.14052,95.3153,84.5352
5D_1000,347,1,96.4124,99.198,70.7597,8.05723,96.1602
5D_1000,348,0,52.0772,26.9322,11.3768,27.4097,46.4949
5D_1000,349,0,56.1766,29.6258,28.3635,87.0826,70.8397
5D_1000,350,1,73.3149,93.9952,64.9543,60.5252,61.0059
5D_1000,351,0,75.7327,34.5352,59.0203,51.0943,76.3074
5D_1000,352,0,47.4883,16.1817,17.2422,41.2069,12.5395
5D_1000,353,0,11.6264,18.371,39.6461,56.7825,60.628
5D_1000,354,0,25.3521,44.6108,87.2155,13.2039,30.5276
5D_1000,355,0,16.9561,68.7918,10.6487,79.3127,12.984
5D_1000,356,0,38.6109,58.2671,49.6895,96.2425,10.019
5D_1000,357,0,65.906,14.7633,74.7611,3.71711,13.4327
5D_1000,358,0,37.9543,69.4471,55.6262,65.8404,44.4326
5D_1000,359,0,41.2497,33.3841,69.6671,46.0592,46.9528
5D_1000,360,0,17.4688,14.9234,4.06749,11.6457,90.3201
5D_1000,361,0,44.7314,76.052,7.07579,73.8912,26.3504
5D_1000,362,0,66.4472,82.9587,20.83,47.2239,35.3396
5D_1000,363,0,49.5938,58.0225,42.0316,51.9007,31.1204
5D_1000,364,0,83.0896,36.3294,44.0724,35.9036,60.8381
5D_1000,365,1,97.8544,46.138,45.9421,73.9645,43.7921
5D_1000,366,0,9.79284,68.5955,85.0684,47.6167,58.9533
5D_1000,367,0,22.0909,90.5439,53.5549,64.1662,52.0503
5D_1000,368,1,83.92,84.6363,87.2133,73.1878,11.7581
5D_1000,369,0,88.0203,32.9965,3.59862,49.7278,96.1572
5D_1000,370,0,95.5516,27.5898,23.3052,39.5822,7.95765
5D_1000,371,1,70.2261,50.6439,89.2224,82.783,53.0029
5D_1000,372,0,68.8826,34.7668,14.5419,58.4864,40.9387
5D_1000,373,1,66.9721,21.2689,94.4613,53.2715,70.7832
5D_1000,374,0,89.6178,73.2929,18.9281,31.6032,68.5388
5D_1000,375,0,5.7301,36.6352,54.3562,75.7927,73.4694
5D_1000,376,0,53.4475,56.6032,86.9692,79.1544,81.0173
5D_1000,377,0,52.3371,37.3017,3.59016,7.21395,93.7
5D_1000,378,0,28.5492,11.4684,94.9611,7.25232,69.0389
5D_1000,379,0,16.1002,11.1099,73.4747,76.6864,75.8023
5D_1000,380,0,27.0907,23.4994,79.3639,5.29281,87.8519
5D_1000,381,0,24.3044,72.2099,57.6606,15.9046,74.486
5D_1000,382,0,69.7006,5.14875,39.4778,80.8621,2.50343
5D_1000,383,0,69.3225,72.7613,62.6155,11.6887,10.276
5D_1000,384,0,29.6653,7.16166,25.222,6.71416,98.2687
5D_1000,385,0,65.8778,62.6146,0.834183,0.512876,84.6939
5D_1000,386,1,15.9378,10.1877,99.6169,86.112,85.2022
5D_1000,387,0,47.113,0.149576,71.0749,74.2671,89.9334
5D_1000,388,0,25.8821,89.2785,79.3779,94.199,59.5404
5D_1000,389,0,32.5656,49.8093,84.7514,64.5422,10.231
5D_1000,390,0,74.9772,49.2859,10.3898,82.3063,81.4605
5D_1000,391,0,59.811,62.2001,37.6288,53.877,95.0151
5D_1000,392,0,41.0754,8.93467,24.1366,72.8394,25.9113
5D_1000,393,1,36.3791,50.0908,76.5225,99.626,36.4513
5D_1000,394,1,73.8449,83.9141,54.868,77.9171,73.9892
5D_1000,395,0,1.6111,13.6446,52.6837,65.5484,42.4442
5D_1000,396,0,34.0736,27.6526,33.8328,71.8258,62.9747
5D_1000,397,1,78.1446,94.0664,82.9288,56.2208,72.5292
5D_1000,398,0,25.4624,43.0578,26.2745,26.7046,70.7863
5D_1000,399,0,75.8882,38.5278,6.24511,64.4179,30.3159
5D_1000,400,0,77.7968,29.3225,32.1122,77.932,86.7843
5D_1000,401,0,65.851,34.5761,7.9611,36.36,79.6715
5D_1000,402,0,97.0897,88.4975,21.1917,0.56557,57.4612
5D_1000,403,1,86.5247,77.9934,54.6092,42.0885,74.7112
5D_1000,404,0,94.5721,9.52281,54.6673,16.5506,7.82459
5D_1000,405,0,76.8347,9.9717,12.8313,43.0766,82.7353
5D_1000,406,0,4.32367,30.7693,88.187,91.4005,87.3331
5D_1000,407,0,44.5545,45.3457,6.61901,93.3271,16.2645
5D_1000,408,0,48.0796,55.8353,66.2531,3.7122,1.31417
5D_1000,409,0,80.9906,1.03549,56.1064,50.5432,20.1066
5D_1000,410,0,43.8765,69.5883,11.1917,44.116,46.7445
5D_1000,411,0,0.854933,34.4321,81.714,28.254,13.6736
5D_1000,412,1,99.5989,67.4727,6.76159,72.7336,88.1796
5D_1000,413,0,32.3443,26.7491,92.5575,17.4437,89.4148
5D_1000,414,0,8.59017,11.334,36.3456,83.1842,33.007
5D_1000,415,0,55.5094,29.8921,74.134,31.0833,89.9615
5D_1000,416,0,56.2544,96.3023,63.8142,14.6179,15.8056
5D_1000,417,0,65.5469,5.19994,70.7912,83.1003,7.64997
5D_1000,418,0,97.0064,44.8593,64.6355,26.2417,33.6405
5D_1000,419,0,71.338,63.9419,38.9544,73.8917,66.3584
5D_1000,420,0,41.8427,45.5559,5.22247,64.8451,88.7756
5D_1000,421,0,41.8715,39.5509,84.9492,96.2119,66.7461
5D_1000,422,0,85.0173,38.2716,39.6391,62.7629,64.7415
5D_1000,423,0,14.5115,85.0922,76.1275,74.5576,76.533
5D_1000,424,0,66.567,1.66623,26.4849,49.7772,57.9597
5D_1000,425,0,28.2425,5.64378,26.9048,74.5762,71.6067
5D_1000,426,0,11.9504,66.2451,12.6529,95.9836,70.7246
5D_1000,427,0,25.4186,17.2735,82.4572,86.3653,33.471
5D_1000,428,1,70.0583,1.17722,94.4012,40.6845,69.1278
5D_1000,429,0,22.7104,89.3823,40.4441,39.0279,20.0381
5D_1000,430,1,70.1751,87.8946,63.4686,52.5216,98.5435
5D_1000,431,0,1.86804,22.6274,13.0111,89.2743,75.3639
5D_1000,432,0,67.2428,60.3769,19.7419,80.9015,5.91649
5D_1000,433,0,4.74283,64.1799,33.2914,66.8815,76.3948
5D_1000,434,0,37.8438,0.760619,26.4155,16.3161,45.0597
5D_1000,435,1,57.8305,91.769,85.5876,83.1212,61.7904
5D_1000,436,0,12.6799,86.1351,39.4221,72.3468,30.0358
5D_1000,437,0,35.9633,9.09608,2.64888,85.661,44.1723
5D_1000,438,0,47.0703,56.6843,68.733,20.7846,67.5462
5D_1000,439,0,43.92,38.7139,34.9248,3.43224,18.0304
5D_1000,440,0,45.9345,17.0557,55.9355,18.3587,39.4633
5D_1000,441,1,78.3375,97.9739,95.3216,39.637,53.7826
5D_1000,442,0,17.7594,90.1783,60.6958,30.8287,79.5989
5D_1000,443,0,77.2411,95.4928,33.8452,1.25725,70.619
5D_1000,444,1,19.5794,78.6308,97.3783,99.6404,0.975747
5D_1000,445,0,46.2241,52.7402,37.682,3.02506,36.4895
5D_1000,446,0,68.1864,20.0645,96.1437,40.3258,51.7915
5D_1000,447,0,54.7274,61.6926,7.49447,46.7762,53.3946
5D_1000,448,0,43.4431,36.4317,49.2352,75.429,89.8843
5D_1000,449,0,37.6816,35.8942,92.9619,84.856,41.1705
5D_1000,450,0,32.8337,24.55,87.433,77.0951,81.109
5D_1000,451,0,22.5411,1.92548,24.9205,99.3072,48.7059
5D_1000,452,1,98.4004,11.9427,6.79235,98.2269,1.98137
5D_1000,453,0,25.3936,14.1383,40.2434,81.7623,36.1361
5D_1000,454,0,70.901,45.0887,67.8956,71.3732,3.94906
5D_1000,455,1,42.7912,89.2766,91.1461,97.8898,91.8376
5D_1000,456,0,57.4028,16.9852,7.20817,50.76,48.5304
5D_1000,457,0,3.06802,13.4809,96.929,72.8352,23.1436
5D_1000,458,0,51.257,30.2097,28.557,95.4799,9.71813
5D_1000,459,0,91.3916,43.2242,24.9006,6.94943,5.21967
5D_1000,460,0,0.75321,49.5033,2.46251,95.3239,74.6686
5D_1000,461,0,45.1819,50.4643,82.8849,75.0915,26.7361
5D_1000,462,0,40.6391,22.5137,57.6585,34.7586,19.5024
5D_1000,463,0,58.5955,54.966,70.5237,68.8726,7.25694
5D_1000,464,1,67.8259,56.6206,92.4103,82.5127,46.8296
5D_1000,465,1,97.7318,21.266,93.7428,98.3486,41.9807
5D_1000,466,1,32.2114,21.4678,95.973,91.0574,49.7251
5D_1000,467,0,69.5096,60.9538,85.3918,40.7558,23.8685
5D_1000,468,0,73.2054,24.2864,54.4966,43.601,25.3508
5D_1000,469,0,55.567,24.6091,32.6728,17.8835,19.2833
5D_1000,470,0,70.1448,30.7183,53.291,21.8294,2.18103
5D_1000,471,1,83.6726,84.1901,83.3686,3.34438,74.862
5D_1000,472,0,31.2548,14.0217,97.8771,9.89049,71.3831
5D_1000,473,0,0.539152,6.93405,41.9356,20.2869,17.5592
5D_1000,474,0,52.1887,62.0343,33.0079,80.8433,85.2099
5D_1000,475,0,31.9588,64.7037,1.70974,63.4775,69.3129
5D_1000,476,0,83.5696,83.1886,27.5929,43.2093,59.7858
5D_1000,477,0,0.577726,20.0586,78.0297,55.1164,42.6494
5D_1000,478,0,44.316,51.688,35.8007,87.391,36.7536
5D_1000,479,0,86.2721,25.1658,8.17871,35.1371,95.5807
5D_1000,480,1,95.6999,97.0858,45.6886,18.1581,1.53188
5D_1000,481,1,90.5252,71.9214,28.7253,51.4349,94.1243
5D_1000,482,0,49.6732,29.4616,63.3229,64.3463,3.28185
5D_1000,483,0,72.1242,91.8223,54.5163,20.7557,67.0659
5D_1000,484,0,27.2635,8.40835,75.48,41.6848,86.898
5D_1000,485,0,59.1615,90.9845,9.24721,39.0369,75.4496
5D_1000,486,0,98.3782,14.9371,26.7057,9.4753,64.7672
5D_1000,487,0,82.5306,61.6998,39.0798,16.4362,62.6832
5D_1000,488,0,84.7622,32.9848,59.9174,3.82788,82.2008
5D_1000,489,0,49.414,45.5664,51.5927,55.0718,59.3306
5D_1000,490,0,13.604,15.8977,51.6757,35.0049,93.4502
5D_1000,491,0,18.1832,17.1207,51.5106,95.9701,9.97754
5D_1000,492,0,22.6243,89.3599,20.8724,67.4839,77.7038
5D_1000,493,0,28.0543,49.9056,46.0479,27.5075,26.7002
5D_1000,494,0,54.7435,86.5593,66.2569,20.2198,37.0582
5D_1000,495,1,53.009,90.6617,51.0369,90.2683,77.7976
5D_1000,496,0,39.8957,15.6838,43.4958,82.846,8.32573
5D_1000,497,0,97.5676,96.7761,22.2984,10.2702,76.6455
5D_1000,498,1,51.7428,86.5848,87.2281,18.6819,89.29
5D_1000,499,0,10.4117,29.7519,49.3777,6.64459,62.9117
5D_1000,500,0,91.3103,99.0086,6.10214,16.2032,34.3271
5D_1000,501,0,54.0971,11.2663,65.26,3.08119,91.4563
5D_1000,502,0,71.8161,37.9971,95.6552,65.1054,51.0163
5D_1000,503,0,89.1906,45.7525,12.5213,7.40721,70.1247
5D_1000,504,0,29.6403,40.2235,74.8418,76.8446,42.8451
5D_1000,505,0,3.56119,39.8467,49.5658,83.7782,6.37709
5D_1000,506,1,96.4992,74.2139,91.7546,93.1476,33.3737
5D_1000,507,0,9.56274,63.4523,11.2332,46.3064,68.7721
5D_1000,508,1,86.3296,48.1401,99.1465,55.9503,51.3305
5D_1000,509,0,66.4213,51.497,60.2392,32.6785,22.1691
5D_1000,510,0,1.21846,47.4008,12.1964,84.336,86.4547
5D_1000,511,0,68.7497,33.8576,85.0753,27.0252,68.5088
5D_1000,512,0,60.0704,15.5361,56.8568,82.6651,75.1358
5D_1000,513,1,35.4949,89.9773,88.8094,99.227,66.5502
5D_1000,514,0,3.26857,20.4903,52.3284,34.9611,41.9559
5D_1000,515,1,90.6381,78.333,1.5516,89.3925,77.4849
5D_1000,516,0,20.4066,80.573,44.9425,20.6817,49.9455
5D_1000,517,0,88.3521,14.022,52.3641,10.7706,12.81
5D_1000,518,0,8.42276,81.7052,86.0307,45.2477,49.7899
5D_1000,519,0,45.3773,73.4699,61.2726,64.9741,35.069
5D_1000,520,0,36.0315,57.8735,4.96337,74.4409,16.3871
5D_1000,521,0,25.2964,29.5318,11.422,51.402,51.0181
5D_1000,522,0,78.0857,49.6199,67.4698,0.476681,69.8988
5D_1000,523,1,81.7071,97.6712,73.6139,59.0184,93.7375
5D_1000,524,0,39.179,39.1376,86.228,70.7258,28.3533
5D_1000,525,0,9.56681,70.8038,3.14618,1.23421,38.279
5D_1000,526,0,26.285,90.7558,9.12911,31.3369,37.7671
5D_1000,527,0,11.1071,59.3947,55.0924,24.6781,76.6512
5D_1000,528,1,57.4467,14.0331,50.848,97.5714,92.5362
5D_1000,529,0,41.0535,12.4688,1.77544,15.107,18.2304
5D_1000,530,0,20.3576,62.925,85.4516,76.0551,9.46088
5D_1000,531,0,5.78115,19.9178,19.4385,85.3433,43.2455
5D_1000,532,1,90.1309,15.2818,87.4732,82.4997,66.8258
5D_1000,533,0,7.83981,77.4233,34.7905,64.78,19.9095
5D_1000,534,0,65.3721,4.96485,82.2682,1.45312,10.3828
5D_1000,535,0,67.8542,26.0998,41.9393,0.592764,90.2385
5D_1000,536,0,95.9072,52.1038,67.3102,86.3303,3.31364
5D_1000,537,0,12.2955,78.1658,76.0767,73.5126,85.9354
5D_1000,538,1,55.5577,92.1087,52.6054,78.6202,77.5138
5D_1000,539,0,22.744,73.6961,50.77,92.5226,78.4488
5D_1000,540,0,31.8779,67.9068,41.6912,50.9913,53.8101
5D_1000,541,0,95.3766,9.39702,53.0139,88.2475,14.3796
5D_1000,542,1,60.4791,30.6866,99.3308,18.3072,79.361
5D_1000,543,0,75.1516,25.7697,51.9463,4.81839,6.70865
5D_1000,544,1,57.255,98.3859,65.0623,8.99424,17.9954
5D_1000,545,1,96.2495,57.9913,51.58,82.6915,53.3404
5D_1000,546,1,44.4846,39.0927,92.5442,73.1433,96.4027
5D_1000,547,0,12.7871,94.3035,66.2463,40.7777,48.964
5D_1000,548,0,53.4532,21.6319,79.2661,1.68809,91.0411
5D_1000,549,0,6.49065,90.6225,62.6842,18.222,13.2818
5D_1000,550,0,9.39617,5.01819,88.8458,6.94972,57.8668
5D_1000,551,0,25.88,68.7512,16.1779,92.7499,95.0323
5D_1000,552,0,70.7205,61.6686,29.5268,24.0559,15.7916
5D_1000,553,0,82.9552,45.538,43.0599,88.608,45.053
5D_1000,554,0,21.1184,98.6971,23.9192,2.8017,10.2197
5D_1000,555,0,21.8904,49.8703,60.882,47.6957,1.99557
5D_1000,556,0,78.5835,61.0973,78.358,45.0999,25.3325
5D_1000,557,0,33.3275,85.8892,13.9893,73.6291,82.0241
5D_1000,558,0,14.9326,66.7421,12.2343,45.8503,31.7834
5D_1000,559,0,53.7199,38.9122,72.0417,46.524,44.5026
5D_1000,560,0,14.0991,84.5315,87.6769,9.80003,40.5737
5D_1000,561,0,48.6748,0.31224,46.382,35.2231,34.1879
5D_1000,562,0,90.8789,38.7927,63.6624,21.9816,78.4488
5D_1000,563,1,8.05019,90.0807,37.6845,94.42,46.4752
5D_1000,564,0,51.7005,60.3362,45.8255,21.0367,39.9365
5D_1000,565,1,98.7417,43.4565,20.6876,64.4226,23.1141
5D_1000,566,1,63.9419,92.1519,71.3426,77.1774,16.0173
5D_1000,567,0,53.1314,79.1054,62.4408,31.92,33.0867
5D_1000,568,0,44.2338,95.8392,68.664,3.20211,70.3754
5D_1000,569,1,92.2638,69.8209,92.6612,7.29093,54.3814
5D_1000,570,0,46.4712,60.3989,10.4889,25.7679,7.19129
5D_1000,571,1,98.9483,65.5809,82.2409,63.734,50.528
5D_1000,572,0,50.9589,22.278,78.6364,65.7983,65.7238
5D_1000,573,1,16.8224,31.4896,72.4528,97.6221,99.6488
5D_1000,574,0,83.6104,0.190396,41.9539,97.2383,39.5352
5D_1000,575,1,71.0076,91.6097,33.1882,68.4848,96.231
5D_1000,576,0,21.7834,84.8318,58.551,11.1589,71.4092
5D_1000,577,0,65.5011,73.0636,28.7668,21.1745,25.5419
5D_1000,578,0,1.97653,13.8873,54.6556,87.1517,1.99257
5D_1000,579,0,61.2742,39.7163,32.7976,35.2104,9.34547
5D_1000,580,0,40.381,57.4967,33.4297,92.6908,38.2618
5D_1000,581,1,61.3238,58.5524,89.0592,89.0629,99.6327
5D_1000,582,1,68.2455,68.1665,99.9557,12.6091,72.4968
5D_1000,583,1,94.4526,76.9477,2.20532,71.7031,98.5003
5D_1000,584,0,7.29574,47.8357,70.3774,28.4323,99.3914
5D_1000,585,0,75.0557,37.7892,95.5158,65.4658,30.6065
5D_1000,586,1,75.0052,35.7654,59.9007,12.1527,99.9417
5D_1000,587,0,4.78285,42.8487,44.5628,35.8088,81.5851
5D_1000,588,0,57.8014,42.3156,88.436,33.6505,80.629
5D_1000,589,0,61.2022,31.8522,35.5267,24.8162,38.7037
5D_1000,590,0,34.3757,23.8457,60.0621,7.3625,77.3319
5D_1000,591,0,37.4774,53.9432,2.52499,91.8322,49.86
5D_1000,592,0,56.1023,22.1209,2.15859,27.9596,35.6053
5D_1000,593,0,0.1849,31.3387,49.5999,65.4869,87.8921
5D_1000,594,0,68.1731,8.82318,7.7346,22.9003,22.0432
5D_1000,595,0,49.2834,83.3446,34.8201,82.2776,61.5316
5D_1000,596,0,94.3602,66.3936,30.04,55.0264,12.0084
5D_1000,597,0,4.25311,58.1165,90.9378,63.7794,50.7436
5D_1000,598,0,14.1521,10.2035,53.3153,39.5955,53.9539
5D_1000,599,0,19.3222,61.4385,86.1912,24.1832,58.5718
5D_1000,600,0,80.5133,33.165,39.9027,30.6673,79.7611
5D_1000,601,0,53.6528,8.31181,14.4816,47.4614,39.0605
5D_1000,602,0,18.9714,99.2788,45.8694,57.5752,32.792
5D_1000,603,1,20.8049,97.8653,93.1735,80.409,12.1385
5D_1000,604,0,33.1228,54.6565,63.6768,40.8118,81.4128
5D_1000,605,0,40.4452,91.7173,85.3617,17.3638,38.8746
5D_1000,606,0,5.06798,88.1833,94.6663,1.80095,23.3076
5D_1000,607,0,55.0188,91.3632,8.87171,51.4055,49.3024
5D_1000,608,1,56.8235,67.0963,96.9501,44.0796,90.1762
5D_1000,609,0,15.7448,99.352,0.566113,3.93264,67.3335
5D_1000,610,0,75.0868,37.6679,70.0191,13.7163,24.2479
5D_1000,611,0,24.4126,84.5422,65.6568,81.6311,77.949
5D_1000,612,1,89.6544,56.8956,43.1088,35.4584,86.8138
5D_1000,613,1,98.5897,23.3007,84.7766,66.5307,21.5966
5D_1000,614,1,58.7995,5.78936,90.9554,37.2041,87.7844
5D_1000,615,0,28.6399,10.6443,28.1523,82.7426,26.5526
5D_1000,616,0,26.3076,3.22511,33.6403,33.0923,6.96742
5D_1000,617,0,34.3241,40.1938,69.5077,57.4475,15.7209
5D_1000,618,0,57.2589,47.8524,23.3653,0.188349,23.4311
5D_1000,619,0,28.9402,10.8927,42.8513,59.316,98.2881
5D_1000,620,1,97.087,37.48,76.6786,85.0384,94.7871
5D_1000,621,0,27.4369,71.433,47.6355,37.3018,96.7098
5D_1000,622,0,14.82,67.0373,89.9576,19.8182,87.9816
5D_1000,623,0,46.7767,94.4154,63.7138,31.3552,77.0337
5D_1000,624,0,50.8119,0.910055,85.6958,23.9466,91.495
5D_1000,625,1,56.215,13.9001,97.8949,96.0272,79.1992
5D_1000,626,0,35.1972,42.6862,33.9724,22.0891,57.7872
5D_1000,627,0,77.1933,34.7431,13.5433,19.06,87.438
5D_1000,628,0,42.0957,15.6533,36.547,83.6688,86.919
5D_1000,629,0,79.2043,0.189561,60.3609,34.4683,25.1877
5D_1000,630,0,26.76,5.54692,78.8856,40.3831,61.9649
5D_1000,631,1,94.8791,21.1725,79.1447,97.6106,48.7354
5D_1000,632,0,48.7066,45.4039,88.797,59.4137,90.4016
5D_1000,633,0,68.2592,5.41994,26.9813,67.9267,90.8111
5D_1000,634,1,94.8331,65.3647,89.3602,40.798,77.6136
5D_1000,635,1,75.8761,92.0003,10.0728,89.5704,15.3265
5D_1000,636,1,96.6569,79.059,44.8719,89.0801,70.4694
5D_1000,637,0,65.2919,18.7754,37.402,19.1732,51.3946
5D_1000,638,0,29.1837,85.334,12.7487,40.6223,57.1194
5D_1000,639,0,68.9963,13.1945,81.2691,26.7795,87.1881
5D_1000,640,0,33.5686,42.4613,27.6782,82.9746,50.0798
5D_1000,641,0,31.8641,16.5829,67.2599,52.2266,23.5111
5D_1000,642,0,49.3618,27.6034,31.9437,96.8445,64.0568
5D_1000,643,0,79.8732,68.0228,10.9851,68.7139,47.0937
5D_1000,644,0,15.7275,62.0822,85.2249,17.4871,40.2648
5D_1000,645,1,95.7389,45.0273,5.37388,49.5486,97.7904
5D_1000,646,0,5.39192,58.1629,81.1843,39.458,63.093
5D_1000,647,0,23.6214,64.9896,97.0051,58.827,47.7113
5D_1000,648,0,1.30995,51.5116,44.2795,93.9533,36.5059
5D_1000,649,1,40.4902,59.4967,97.939,75.8072,65.6084
5D_1000,650,1,98.1227,78.4054,82.1112,17.1104,74.3082
5D_1000,651,0,55.4562,61.215,2.72303,81.5373,47.1312
5D_1000,652,0,86.293,34.7543,46.6821,82.2564,35.156
5D_1000,653,0,47.9612,7.031,69.4355,32.1834,6.60655
5D_1000,654,0,55.7651,58.1166,19.5988,34.8714,29.1465
5D_1000,655,0,50.6352,59.7914,1.00573,40.7188,17.1703
5D_1000,656,0,89.9908,75.6067,34.5936,62.716,62.6943
5D_1000,657,0,85.4693,39.9644,66.3766,42.1167,36.6983
5D_1000,658,0,52.2891,12.8253,32.2802,15.9532,15.4781
5D_1000,659,0,69.8885,53.6563,20.3326,1.3442,71.3107
5D_1000,660,1,90.8424,85.613,40.6102,99.2864,0.840101
5D_1000,661,0,95.2689,0.65995,9.83211,21.706,33.086
5D_1000,662,0,21.2297,5.46639,4.56521,26.3343,93.0974
5D_1000,663,0,26.7978,98.4174,72.2761,44.6311,20.0164
5D_1000,664,0,59.6323,35.2581,1.76081,64.591,63.4548
5D_1000,665,0,82.3935,40.1436,18.3121,16.6144,22.0688
5D_1000,666,0,38.3922,73.6902,92.2223,47.0437,70.328
5D_1000,667,0,40.2821,88.8307,82.018,94.1976,67.2773
5D_1000,668,0,74.6789,4.69637,4.15414,37.6313,86.4093
5D_1000,669,1,87.6747,82.6994,59.5047,81.6499,58.2489
5D_1000,670,0,30.9128,66.5826,53.7228,22.8467,74.2809
5D_1000,671,1,47.1654,59.6113,76.5474,73.9628,98.4842
5D_1000,672,0,89.2128,9.26106,41.729,8.44874,23.8886
5D_1000,673,0,53.4,55.7044,72.4088,42.4078,69.159
5D_1000,674,0,49.2461,41.8255,37.0102,19.6763,18.9271
5D_1000,675,0,2.92367,52.6613,9.64973,85.2885,98.2109
5D_1000,676,0,82.1705,50.7415,83.1833,10.5314,56.4187
5D_1000,677,0,24.3866,74.1155,41.2698,55.7761,59.7583
5D_1000,678,0,75.6338,52.7318,13.7607,5.65076,73.7222
5D_1000,679,0,76.1854,10.4978,49.2165,0.895013,28.7657
5D_1000,680,0,21.2528,0.559315,14.3852,70.404,29.9831
5D_1000,681,1,90.6532,53.3623,61.1072,98.4376,75.0266
5D_1000,682,1,67.6358,27.6166,23.2842,50.8856,99.5654
5D_1000,683,1,72.7734,89.4187,94.2083,39.318,57.0213
5D_1000,684,1,91.144,29.521,87.9878,66.8649,92.3646
5D_1000,685,0,50.6679,47.0631,71.1271,80.4426,87.628
5D_1000,686,0,73.8452,4.88367,52.5838,40.3703,31.2477
5D_1000,687,0,56.0342,5.4221,65.2562,75.6079,35.5701
5D_1000,688,0,33.6736,6.84416,49.4844,15.7846,29.9699
5D_1000,689,0,60.1389,10.1501,25.9916,97.2007,49.3937
5D_1000,690,0,67.1789,9.49964,79.7782,76.251,7.72616
5D_1000,691,1,95.498,90.852,34.3463,79.0983,6.45627
5D_1000,692,0,39.5214,29.7646,72.537,24.1675,71.0363
5D_1000,693,0,86.0337,64.8733,19.2591,41.3005,1.91181
5D_1000,694,0,22.4831,32.0535,7.44208,7.0518,26.9233
5D_1000,695,0,72.9146,64.6314,94.3895,9.977,30.4486
5D_1000,696,0,69.8041,93.3704,12.516,35.0008,74.5555
5D_1000,697,0,37.1181,66.4996,12.3966,15.605,50.2983
5D_1000,698,0,67.4147,25.4324,3.65404,79.0714,14.5218
5D_1000,699,0,79.7088,50.771,36.8948,85.5514,60.5151
5D_1000,700,1,98.5004,96.13,52.6206,22.6176,43.2748
5D_1000,701,0,18.2577,27.4564,95.2888,15.08,27.8948
5D_1000,702,0,66.8388,14.3148,24.1441,76.7634,93.1435
5D_1000,703,0,31.5923,79.4777,17.8248,41.1352,86.8348
5D_1000,704,0,4.61672,97.3276,26.5714,42.9716,70.4328
5D_1000,705,0,1.70511,46.4827,95.0233,56.5225,34.117
5D_1000,706,0,51.1847,50.3734,45.8967,22.1127,38.3963
5D_1000,707,0,85.0534,14.8462,78.6868,50.0477,90.734
5D_1000,708,0,27.7004,71.6122,73.2267,32.9215,13.592
5D_1000,709,0,86.9658,16.1639,56.8026,57.4646,54.4452
5D_1000,710,0,87.4464,24.5483,74.976,58.2732,25.682
5D_1000,711,0,55.6747,0.652984,84.1591,10.2115,21.3648
5D_1000,712,1,96.7347,62.4273,12.4073,3.60266,94.7868
5D_1000,713,0,9.88713,84.1042,52.4344,12.2578,13.4599
5D_1000,714,0,4.66147,77.9768,41.195,11.5478,46.2765
5D_1000,715,1,97.8273,58.7765,46.8115,66.2446,40.9202
5D_1000,716,0,26.8733,23.4369,76.5415,37.4895,98.4206
5D_1000,717,0,33.6622,26.221,1.82156,40.7864,62.1398
5D_1000,718,0,42.3856,60.9153,7.22647,94.7701,70.8589
5D_1000,719,0,38.3382,42.2368,85.7145,42.402,14.7989
5D_1000,720,0,62.0134,59.6232,7.36086,9.41431,91.4566
5D_1000,721,0,46.1634,47.1339,10.2742,10.7355,73.3043
5D_1000,722,0,78.4392,72.3295,41.7051,19.565,56.7735
5D_1000,723,1,98.5092,72.9193,8.47977,83.9591,71.5307
5D_1000,724,1,84.188,77.0476,89.1345,72.0542,77.2565
5D_1000,725,0,78.8137,41.0831,33.0268,28.7085,54.4499
5D_1000,726,0,62.3826,47.5468,0.138672,43.8418,46.3437
5D_1000,727,0,14.4696,84.3837,69.7174,90.6994,29.1632
5D_1000,728,0,51.362,55.2849,71.3833,0.606537,81.558
5D_1000,729,0,94.2319,15.3562,82.2435,65.1187,34.7117
5D_1000,730,0,81.6721,32.7107,55.3593,68.4891,32.9661
5D_1000,731,0,31.4028,94.3245,55.5096,23.3472,11.5671
5D_1000,732,1,94.9527,24.4568,97.7237,72.9595,55.4338
5D_1000,733,0,84.8781,6.37008,37.0884,93.8956,22.6887
5D_1000,734,0,1.93712,17.3227,92.0558,66.5373,8.83111
5D_1000,735,1,64.4399,84.3774,38.0354,74.5656,25.1547
